source_city,destination_city,transport_mode,distance_km,shipment_weight_kg,traffic_level,weather_condition,departure_hour,day_of_week,month,transfer_count,historical_delay_rate,actual_delivery_hours
Chennai,Nagpur,ROAD,905.3,433.0,MEDIUM,RAIN,9,0,9,0,0.1813,22.42
Bhopal,Jaipur,ROAD,437.9,3756.7,HIGH,CLEAR,0,5,8,3,0.2424,26.26
Kochi,Kolkata,ROAD,1906.4,520.3,LOW,CLEAR,15,6,6,3,0.2682,47.99
Chennai,Coimbatore,ROAD,427.4,517.7,LOW,CLEAR,7,2,1,1,0.284,11.01
Hyderabad,Delhi,ROAD,1255.4,4702.0,MEDIUM,CLEAR,13,3,2,0,0.1185,33.53
Coimbatore,Kolkata,ROAD,1766.1,3614.3,LOW,CLEAR,1,0,5,1,0.2098,38.9
Guwahati,Patna,RAIL,663.0,1408.7,MEDIUM,CLEAR,13,2,8,0,0.0871,10.64
Bhopal,Delhi,ROAD,595.7,2733.6,MEDIUM,CLEAR,11,1,1,1,0.1948,19.18
Jaipur,Kochi,RAIL,1888.9,775.7,LOW,RAIN,19,6,12,0,0.0553,29.44
Pune,Guwahati,RAIL,2022.1,1085.7,MEDIUM,SNOW,16,0,12,2,0.1264,40.04
Indore,Delhi,ROAD,669.2,495.7,MEDIUM,STORM,2,2,1,3,0.2761,32.91
Bhopal,Jaipur,ROAD,437.9,3245.0,HIGH,CLEAR,17,3,2,0,0.2433,18.72
Hyderabad,Lucknow,RAIL,1082.1,477.2,MEDIUM,CLEAR,17,6,11,1,0.149,22.29
Mumbai,Bengaluru,RAIL,845.3,6517.1,LOW,SNOW,15,5,3,2,0.0441,25.28
Chennai,Kolkata,ROAD,1358.4,750.7,MEDIUM,CLEAR,20,6,3,0,0.1196,33.67
Guwahati,Chennai,ROAD,1882.2,1124.0,MEDIUM,STORM,17,2,3,0,0.0416,71.22
Jaipur,Chennai,RAIL,1607.1,2725.7,MEDIUM,RAIN,8,1,9,0,0.0206,34.6
Lucknow,Jaipur,RAIL,511.7,1128.5,MEDIUM,RAIN,10,3,2,2,0.272,16.46
Lucknow,Kolkata,ROAD,887.0,767.0,LOW,CLEAR,10,2,3,0,0.1474,15.24
Kochi,Hyderabad,ROAD,862.8,1057.8,MEDIUM,CLEAR,13,0,5,0,0.0268,19.56
Delhi,Chennai,AIR,1755.8,3205.4,MEDIUM,RAIN,21,5,8,0,0.215,8.56
Delhi,Kochi,ROAD,2079.7,495.0,LOW,CLEAR,15,0,12,0,0.0223,33.8
Hyderabad,Kolkata,AIR,1181.9,942.5,MEDIUM,SNOW,9,1,3,0,0.1188,3.58
Lucknow,Coimbatore,ROAD,1809.1,1110.3,HIGH,RAIN,20,6,4,1,0.0691,68.32
Nagpur,Surat,RAIL,648.8,3094.9,MEDIUM,CLEAR,16,5,7,0,0.0494,13.54
Lucknow,Visakhapatnam,ROAD,1044.9,972.8,LOW,CLEAR,8,4,6,1,0.1601,26.41
Jaipur,Indore,ROAD,466.3,9604.2,MEDIUM,CLEAR,19,0,8,1,0.2159,25.99
Coimbatore,Hyderabad,AIR,727.1,908.8,LOW,CLEAR,10,1,3,2,0.1462,8.48
Chennai,Indore,ROAD,1168.6,824.5,MEDIUM,RAIN,13,1,8,0,0.2462,29.84
Bhopal,Hyderabad,AIR,662.8,893.2,MEDIUM,RAIN,12,4,12,1,0.2752,5.72
Surat,Bengaluru,ROAD,1042.5,225.9,LOW,SNOW,20,3,9,1,0.2422,26.5
Lucknow,Hyderabad,AIR,1082.1,316.1,LOW,CLEAR,8,2,9,1,0.2869,5.65
Visakhapatnam,Hyderabad,AIR,502.8,580.1,HIGH,CLEAR,9,5,1,0,0.2787,1.85
Hyderabad,Bengaluru,RAIL,500.0,4285.5,LOW,SNOW,15,5,11,0,0.2498,11.47
Guwahati,Mumbai,ROAD,2086.3,1053.9,HIGH,RAIN,19,5,9,1,0.0878,91.27
Pune,Coimbatore,RAIL,898.3,613.0,MEDIUM,RAIN,6,0,8,0,0.0523,14.68
Surat,Jaipur,RAIL,705.5,4778.3,MEDIUM,RAIN,8,4,2,2,0.2181,23.75
Surat,Coimbatore,AIR,1211.7,7054.4,LOW,SNOW,21,1,7,2,0.2537,14.46
Visakhapatnam,Kolkata,ROAD,763.8,4946.6,LOW,CLEAR,17,1,9,1,0.2469,26.72
Jaipur,Visakhapatnam,ROAD,1278.6,394.0,LOW,CLEAR,10,6,8,3,0.1931,33.82
Hyderabad,Indore,ROAD,653.6,605.3,MEDIUM,SNOW,10,2,2,1,0.249,20.09
Mumbai,Ahmedabad,RAIL,440.0,9667.1,HIGH,CLEAR,12,5,1,0,0.2121,19.85
Ahmedabad,Hyderabad,AIR,879.5,1464.6,HIGH,SNOW,16,1,6,0,0.1996,3.48
Visakhapatnam,Mumbai,ROAD,1101.9,795.4,LOW,CLEAR,14,6,9,2,0.014,24.99
Mumbai,Delhi,RAIL,1148.1,2596.8,LOW,CLEAR,17,1,5,0,0.1381,18.99
Bhubaneswar,Chennai,AIR,996.3,3673.0,LOW,CLEAR,3,1,9,2,0.0102,10.19
Surat,Kochi,ROAD,1302.6,552.4,HIGH,SNOW,18,2,12,0,0.0277,51.98
Bengaluru,Indore,ROAD,1099.4,1427.0,LOW,SNOW,4,1,11,0,0.1623,25.43
Pune,Jaipur,RAIL,953.9,3333.8,LOW,CLEAR,19,4,8,1,0.0142,19.39
Bhopal,Kochi,RAIL,1487.1,272.5,MEDIUM,CLEAR,2,1,9,2,0.274,33.38
Pune,Chennai,ROAD,914.4,1113.0,MEDIUM,CLEAR,6,1,2,2,0.1351,27.61
Bengaluru,Kolkata,AIR,1560.7,287.9,LOW,CLEAR,7,4,2,0,0.21,3.82
Nagpur,Ahmedabad,RAIL,703.1,336.9,MEDIUM,RAIN,8,0,9,0,0.0443,14.53
Nagpur,Coimbatore,AIR,1149.0,558.0,LOW,CLEAR,11,3,10,1,0.2543,6.15
Bengaluru,Indore,AIR,1099.4,1944.1,LOW,CLEAR,15,4,3,2,0.1434,10.54
Hyderabad,Bhubaneswar,AIR,837.2,745.1,LOW,CLEAR,19,3,8,0,0.1676,2.4
Kolkata,Visakhapatnam,RAIL,763.8,503.7,LOW,RAIN,13,0,4,1,0.1945,14.54
Nagpur,Delhi,ROAD,851.7,1166.6,HIGH,RAIN,13,1,2,0,0.162,27.83
Patna,Kolkata,RAIL,469.2,276.9,MEDIUM,RAIN,9,6,5,1,0.169,12.48
Patna,Surat,ROAD,1348.1,1834.6,MEDIUM,RAIN,17,5,6,0,0.2234,43.66
Coimbatore,Delhi,RAIL,1956.9,4262.7,LOW,STORM,6,2,10,3,0.2419,44.35
Kochi,Bhubaneswar,ROAD,1541.8,997.2,MEDIUM,CLEAR,9,6,11,0,0.0918,41.59
Pune,Bhubaneswar,RAIL,1270.3,859.9,HIGH,SNOW,6,0,12,1,0.2766,33.81
Bengaluru,Surat,ROAD,1042.5,1716.6,LOW,RAIN,8,0,2,1,0.1062,30.05
Indore,Pune,ROAD,511.2,96.1,HIGH,CLEAR,14,6,12,0,0.0817,17.44
Coimbatore,Delhi,ROAD,1956.9,2088.5,MEDIUM,SNOW,6,4,7,0,0.0934,56.12
Guwahati,Indore,RAIL,1650.8,45354.4,MEDIUM,RAIN,6,4,3,1,0.1076,72.71
Kolkata,Surat,RAIL,1609.7,946.5,LOW,RAIN,18,2,8,1,0.0951,25.33
Kolkata,Kochi,ROAD,1906.4,950.6,MEDIUM,CLEAR,6,5,1,1,0.2531,58.24
Mumbai,Indore,AIR,509.8,2676.7,MEDIUM,CLEAR,14,4,6,1,0.1683,6.83
Bengaluru,Kochi,AIR,367.7,7898.3,HIGH,SNOW,10,3,10,0,0.2903,9.27
Bhopal,Chennai,ROAD,1171.1,3533.2,HIGH,CLEAR,19,2,12,2,0.0252,49.61
Surat,Coimbatore,RAIL,1211.7,82.5,LOW,CLEAR,16,2,4,0,0.1842,16.42
Ahmedabad,Bengaluru,ROAD,1237.0,2156.1,HIGH,CLEAR,4,4,3,1,0.0288,40.0
Pune,Patna,ROAD,1402.5,24012.2,HIGH,CLEAR,19,4,7,2,0.1377,73.04
Visakhapatnam,Guwahati,RAIL,1286.2,2314.5,MEDIUM,SNOW,11,5,2,2,0.1148,34.5
Lucknow,Jaipur,ROAD,511.7,274.4,LOW,RAIN,9,2,12,0,0.2042,12.47
Visakhapatnam,Delhi,AIR,1360.9,1537.9,LOW,STORM,16,1,4,0,0.2236,5.78
Guwahati,Bhubaneswar,AIR,887.3,235.8,LOW,CLEAR,16,3,3,1,0.0714,5.46
Pune,Chennai,AIR,914.4,4814.4,LOW,CLEAR,9,4,3,0,0.0581,6.87
Kolkata,Surat,RAIL,1609.7,348.3,HIGH,CLEAR,10,1,5,1,0.1259,37.62
Guwahati,Patna,RAIL,663.0,1198.8,LOW,CLEAR,7,0,9,1,0.0726,13.1
Indore,Mumbai,AIR,509.8,391.8,MEDIUM,RAIN,14,2,11,0,0.203,1.74
Hyderabad,Visakhapatnam,ROAD,502.8,569.2,MEDIUM,CLEAR,21,0,9,0,0.1553,12.43
Indore,Chennai,ROAD,1168.6,6524.9,MEDIUM,CLEAR,11,0,8,1,0.2481,36.65
Surat,Patna,RAIL,1348.1,1241.6,LOW,SNOW,23,6,4,1,0.2944,24.28
Coimbatore,Indore,ROAD,1306.5,560.6,MEDIUM,RAIN,7,5,12,0,0.1134,38.62
Hyderabad,Jaipur,ROAD,1095.1,277.5,MEDIUM,CLEAR,17,0,12,0,0.2736,30.46
Guwahati,Bengaluru,ROAD,2080.0,116.0,MEDIUM,RAIN,20,2,8,0,0.2332,52.51
Coimbatore,Guwahati,RAIL,2288.2,244.3,LOW,RAIN,16,1,10,1,0.0447,31.17
Chennai,Kolkata,ROAD,1358.4,1254.3,MEDIUM,SNOW,6,6,4,1,0.2508,46.64
Chennai,Pune,ROAD,914.4,3555.6,LOW,RAIN,9,3,6,2,0.1445,30.24
Surat,Nagpur,ROAD,648.8,559.8,MEDIUM,CLEAR,5,1,10,3,0.2127,25.04
Mumbai,Surat,ROAD,232.9,7220.3,MEDIUM,CLEAR,14,4,6,1,0.2108,15.23
Hyderabad,Surat,AIR,727.5,463.6,LOW,CLEAR,23,3,10,2,0.2658,8.0
Jaipur,Bhopal,ROAD,437.9,824.2,HIGH,RAIN,10,1,11,0,0.2283,14.03
Guwahati,Bhubaneswar,RAIL,887.3,300.2,LOW,RAIN,7,2,12,1,0.2474,16.33
Guwahati,Ahmedabad,RAIL,1966.8,3600.8,HIGH,RAIN,8,0,4,1,0.0963,49.92
Chennai,Visakhapatnam,ROAD,601.6,13589.0,HIGH,RAIN,14,4,6,1,0.2919,36.99
Bhubaneswar,Kochi,AIR,1541.8,132.4,LOW,CLEAR,14,6,5,1,0.1985,6.29
Delhi,Guwahati,RAIL,1459.4,723.9,LOW,CLEAR,8,5,7,0,0.2321,19.91
Patna,Coimbatore,RAIL,1835.2,5002.7,LOW,CLEAR,17,2,9,2,0.2577,41.26
Visakhapatnam,Kochi,ROAD,1142.8,193.2,HIGH,CLEAR,6,3,4,2,0.0371,38.48
Bhubaneswar,Kolkata,ROAD,364.9,2164.7,MEDIUM,RAIN,15,0,3,2,0.1009,18.41
Kolkata,Kochi,AIR,1906.4,4749.4,LOW,STORM,11,2,4,0,0.2508,10.29
Bhubaneswar,Patna,RAIL,593.3,1204.6,MEDIUM,CLEAR,6,0,10,3,0.2766,21.36
Bengaluru,Hyderabad,AIR,500.0,2122.4,LOW,RAIN,15,5,12,1,0.2268,6.02
Surat,Nagpur,AIR,648.8,9073.2,MEDIUM,CLEAR,16,6,2,1,0.1447,13.58
Lucknow,Hyderabad,ROAD,1082.1,11362.9,MEDIUM,RAIN,11,1,12,0,0.0753,35.77
Pune,Surat,RAIL,313.6,1018.0,LOW,CLEAR,17,4,1,2,0.1575,12.77
Mumbai,Kochi,ROAD,1080.2,578.9,HIGH,RAIN,13,4,7,1,0.1192,37.84
Kochi,Chennai,RAIL,559.5,363.6,LOW,CLEAR,9,2,2,1,0.2657,11.81
Pune,Kochi,ROAD,989.7,3541.7,MEDIUM,CLEAR,21,5,12,3,0.1702,37.28
Nagpur,Lucknow,ROAD,661.4,211.4,MEDIUM,RAIN,21,4,10,0,0.1176,16.6
Jaipur,Guwahati,RAIL,1588.0,809.9,HIGH,CLEAR,6,1,5,1,0.1495,36.03
Ahmedabad,Mumbai,RAIL,440.0,1240.4,MEDIUM,CLEAR,21,5,9,0,0.2801,9.18
Bhubaneswar,Patna,RAIL,593.3,599.7,HIGH,CLEAR,17,4,11,0,0.184,14.56
Delhi,Visakhapatnam,ROAD,1360.9,1534.2,LOW,STORM,6,2,3,0,0.0687,36.63
Patna,Coimbatore,ROAD,1835.2,23799.4,HIGH,CLEAR,13,5,8,0,0.15,82.79
Patna,Chennai,AIR,1481.5,947.7,LOW,RAIN,2,4,4,0,0.1397,5.0
Ahmedabad,Guwahati,ROAD,1966.8,650.4,MEDIUM,SNOW,14,0,9,0,0.0931,54.29
Hyderabad,Ahmedabad,ROAD,879.5,3708.6,LOW,RAIN,20,1,7,0,0.2209,19.46
Mumbai,Ahmedabad,RAIL,440.0,1461.9,HIGH,CLEAR,10,2,9,1,0.0805,12.26
Coimbatore,Ahmedabad,ROAD,1413.7,6168.5,HIGH,RAIN,13,0,8,0,0.1478,49.31
Coimbatore,Indore,RAIL,1306.5,1336.3,MEDIUM,CLEAR,8,2,8,0,0.1323,22.94
Kolkata,Nagpur,ROAD,970.1,813.9,MEDIUM,RAIN,13,3,2,0,0.1401,24.01
Mumbai,Lucknow,AIR,1194.7,129.0,MEDIUM,CLEAR,17,5,11,0,0.17,2.72
Bengaluru,Delhi,AIR,1739.8,157.0,LOW,SNOW,8,1,3,0,0.205,4.22
Delhi,Guwahati,AIR,1459.4,121.2,MEDIUM,SNOW,14,3,5,2,0.0429,9.36
Visakhapatnam,Kolkata,RAIL,763.8,1728.8,MEDIUM,CLEAR,10,4,7,1,0.0865,15.54
Bhubaneswar,Delhi,ROAD,1270.2,213.9,MEDIUM,CLEAR,17,3,11,0,0.2319,36.02
Chennai,Bhopal,RAIL,1171.1,4947.8,LOW,CLEAR,16,6,8,1,0.2723,24.01
Patna,Jaipur,AIR,943.7,1137.2,HIGH,RAIN,16,2,3,0,0.0134,3.58
Chennai,Indore,RAIL,1168.6,818.1,LOW,CLEAR,10,2,4,1,0.022,17.66
Ahmedabad,Bhubaneswar,RAIL,1402.2,398.4,MEDIUM,RAIN,14,0,3,3,0.2801,32.27
Bhopal,Delhi,RAIL,595.7,2313.9,LOW,RAIN,15,2,8,0,0.0444,10.02
Patna,Hyderabad,RAIL,1142.6,417.6,LOW,STORM,16,0,9,0,0.2938,19.04
Bhubaneswar,Surat,RAIL,1354.3,336.1,LOW,CLEAR,14,6,9,1,0.2485,21.84
Mumbai,Kochi,ROAD,1080.2,4564.3,LOW,CLEAR,18,1,10,0,0.0362,26.52
Chennai,Indore,ROAD,1168.6,1678.3,MEDIUM,CLEAR,8,5,9,0,0.0308,32.35
Hyderabad,Ahmedabad,RAIL,879.5,827.2,MEDIUM,RAIN,3,0,11,1,0.2932,18.69
Pune,Indore,ROAD,511.2,2367.8,MEDIUM,CLEAR,21,1,11,1,0.0764,16.66
Guwahati,Lucknow,AIR,1076.3,1108.5,MEDIUM,CLEAR,4,0,4,0,0.1616,3.29
Kochi,Bhubaneswar,RAIL,1541.8,1736.5,LOW,CLEAR,19,2,4,2,0.0709,25.04
Pune,Kochi,ROAD,989.7,411.5,LOW,RAIN,15,4,1,0,0.1802,19.35
Guwahati,Pune,AIR,2022.1,13154.0,MEDIUM,STORM,20,2,4,0,0.252,19.52
Lucknow,Kolkata,RAIL,887.0,547.0,MEDIUM,CLEAR,14,4,7,1,0.1971,18.27
Surat,Kochi,RAIL,1302.6,7095.5,MEDIUM,CLEAR,18,5,8,1,0.014,34.23
Jaipur,Kolkata,ROAD,1357.8,874.2,LOW,CLEAR,16,0,11,1,0.1786,28.13
Bengaluru,Pune,AIR,735.2,2888.6,HIGH,CLEAR,13,2,8,1,0.1983,7.25
Coimbatore,Kolkata,ROAD,1766.1,2646.7,LOW,STORM,10,4,12,1,0.0603,50.23
Mumbai,Indore,RAIL,509.8,4342.6,MEDIUM,CLEAR,0,3,7,2,0.2286,17.46
Chennai,Hyderabad,ROAD,515.2,399.9,LOW,RAIN,8,1,11,1,0.1881,13.48
Kolkata,Nagpur,RAIL,970.1,3986.9,MEDIUM,STORM,21,1,10,0,0.0029,20.5
Hyderabad,Coimbatore,RAIL,727.1,10054.0,MEDIUM,RAIN,9,2,6,1,0.2852,28.74
Bengaluru,Visakhapatnam,RAIL,799.0,804.0,MEDIUM,CLEAR,17,4,11,0,0.1337,16.03
Mumbai,Coimbatore,ROAD,997.2,1143.3,LOW,RAIN,13,6,11,1,0.0697,24.82
Nagpur,Mumbai,AIR,688.0,585.1,MEDIUM,CLEAR,9,2,4,0,0.0259,1.97
Guwahati,Lucknow,RAIL,1076.3,723.6,LOW,CLEAR,23,3,3,0,0.1123,12.42
Bengaluru,Kolkata,ROAD,1560.7,8550.2,MEDIUM,STORM,3,2,2,1,0.0923,62.96
Hyderabad,Coimbatore,AIR,727.1,328.6,LOW,CLEAR,14,0,12,1,0.0894,5.0
Surat,Patna,RAIL,1348.1,354.1,LOW,CLEAR,12,2,6,0,0.238,17.83
Coimbatore,Pune,AIR,898.3,7578.6,MEDIUM,CLEAR,5,2,7,0,0.1938,9.88
Nagpur,Bhopal,AIR,291.6,2320.3,LOW,CLEAR,8,1,4,2,0.0399,9.45
Kochi,Indore,AIR,1422.7,13966.9,LOW,RAIN,16,4,5,3,0.2124,29.12
Bhopal,Lucknow,RAIL,534.5,638.7,HIGH,SNOW,6,1,5,0,0.217,12.63
Jaipur,Lucknow,RAIL,511.7,1276.1,HIGH,RAIN,17,1,7,0,0.1543,15.26
Chennai,Delhi,ROAD,1755.8,496.3,HIGH,CLEAR,15,2,3,0,0.2987,49.1
Bhubaneswar,Lucknow,RAIL,881.6,1302.4,LOW,CLEAR,6,6,10,0,0.085,11.54
Visakhapatnam,Pune,RAIL,993.7,130.5,MEDIUM,CLEAR,9,4,5,0,0.0175,16.9
Mumbai,Visakhapatnam,RAIL,1101.9,2494.8,MEDIUM,RAIN,7,2,3,2,0.0086,28.53
Patna,Bhubaneswar,AIR,593.3,1616.7,LOW,SNOW,17,5,1,1,0.0962,5.87
Delhi,Kochi,ROAD,2079.7,1023.4,MEDIUM,RAIN,13,0,2,0,0.1494,51.86
Patna,Mumbai,ROAD,1453.2,686.5,LOW,SNOW,0,2,4,0,0.0235,34.69
Visakhapatnam,Ahmedabad,RAIL,1257.9,374.8,HIGH,SNOW,13,3,9,0,0.1697,28.1
Bengaluru,Jaipur,ROAD,1561.5,2626.1,MEDIUM,CLEAR,12,3,11,1,0.2703,40.79
Jaipur,Coimbatore,ROAD,1771.7,269.0,MEDIUM,RAIN,15,4,12,0,0.2391,49.92
Bengaluru,Bhubaneswar,ROAD,1196.1,2026.9,MEDIUM,RAIN,2,4,4,0,0.2017,33.93
Bhopal,Delhi,AIR,595.7,13218.1,LOW,STORM,2,3,8,1,0.1985,18.99
Coimbatore,Ahmedabad,ROAD,1413.7,6520.0,LOW,CLEAR,10,6,4,0,0.2191,34.17
Delhi,Patna,ROAD,853.4,180.2,MEDIUM,RAIN,16,6,2,1,0.1483,23.83
Ahmedabad,Surat,ROAD,207.7,575.9,MEDIUM,CLEAR,15,3,7,2,0.1205,11.33
Guwahati,Hyderabad,ROAD,1677.6,1818.5,MEDIUM,RAIN,9,6,8,0,0.092,47.49
Pune,Surat,ROAD,313.6,1007.9,LOW,STORM,8,4,10,0,0.0299,10.22
Bengaluru,Bhubaneswar,RAIL,1196.1,204.5,MEDIUM,STORM,16,0,2,2,0.1686,30.76
Lucknow,Kolkata,RAIL,887.0,1741.3,LOW,CLEAR,1,0,9,0,0.1418,12.96
Surat,Patna,ROAD,1348.1,1083.5,LOW,CLEAR,14,0,4,0,0.0357,23.84
Nagpur,Patna,RAIL,790.9,10907.3,HIGH,SNOW,11,1,4,2,0.0805,35.73
Pune,Bhubaneswar,ROAD,1270.3,809.3,MEDIUM,RAIN,8,2,1,1,0.2362,39.27
Guwahati,Hyderabad,ROAD,1677.6,4454.2,MEDIUM,STORM,13,0,3,2,0.0767,69.24
Surat,Kolkata,AIR,1609.7,239.7,HIGH,CLEAR,8,4,6,0,0.1277,3.79
Hyderabad,Surat,RAIL,727.5,319.4,LOW,SNOW,14,2,3,0,0.0484,9.42
Guwahati,Surat,AIR,2001.1,2607.1,HIGH,RAIN,7,4,4,0,0.051,7.51
Coimbatore,Jaipur,ROAD,1771.7,4025.8,MEDIUM,CLEAR,11,3,7,0,0.2269,48.26
Lucknow,Kochi,ROAD,1944.0,347.6,MEDIUM,CLEAR,13,1,2,1,0.02,45.97
Mumbai,Kochi,ROAD,1080.2,1128.8,LOW,RAIN,2,4,11,0,0.0855,20.81
Bhopal,Kolkata,ROAD,1124.0,209.0,LOW,CLEAR,15,6,4,0,0.2943,22.84
Bhopal,Kochi,AIR,1487.1,882.3,MEDIUM,SNOW,17,2,10,0,0.1428,4.33
Bengaluru,Kolkata,ROAD,1560.7,2993.8,LOW,RAIN,21,2,8,0,0.1819,32.56
Indore,Jaipur,AIR,466.3,650.7,LOW,CLEAR,8,3,10,0,0.1922,1.59
Visakhapatnam,Mumbai,AIR,1101.9,813.3,MEDIUM,CLEAR,8,5,4,1,0.0588,6.24
Bengaluru,Pune,RAIL,735.2,282.7,MEDIUM,STORM,9,3,3,0,0.1108,17.3
Patna,Guwahati,ROAD,663.0,503.7,LOW,RAIN,19,5,2,1,0.1202,20.87
Bengaluru,Jaipur,RAIL,1561.5,9042.9,MEDIUM,SNOW,11,0,3,0,0.0692,36.77
Patna,Bengaluru,ROAD,1610.3,1196.9,HIGH,SNOW,9,0,7,0,0.0702,63.63
Jaipur,Indore,RAIL,466.3,329.4,MEDIUM,RAIN,17,2,8,2,0.1824,16.46
Mumbai,Ahmedabad,ROAD,440.0,751.7,MEDIUM,STORM,2,1,10,2,0.0325,22.29
Guwahati,Patna,AIR,663.0,161.3,MEDIUM,RAIN,13,0,12,0,0.0387,1.54
Chennai,Coimbatore,RAIL,427.4,324.7,LOW,RAIN,12,1,10,0,0.172,5.42
Bhopal,Surat,RAIL,525.7,5610.6,LOW,CLEAR,15,1,5,2,0.1348,17.41
Chennai,Bengaluru,RAIL,290.2,924.3,HIGH,CLEAR,16,6,6,1,0.1836,10.39
Coimbatore,Lucknow,RAIL,1809.1,10602.8,MEDIUM,RAIN,9,5,12,0,0.0081,38.6
Patna,Bengaluru,AIR,1610.3,978.1,MEDIUM,CLEAR,15,2,9,0,0.2115,4.51
Visakhapatnam,Jaipur,ROAD,1278.6,1050.3,HIGH,RAIN,13,6,6,0,0.255,47.39
Jaipur,Delhi,AIR,235.3,2366.3,LOW,STORM,7,5,10,1,0.1572,5.2
Lucknow,Indore,AIR,688.7,44.4,LOW,CLEAR,19,1,2,1,0.2523,4.77
Indore,Pune,AIR,511.2,1402.4,MEDIUM,CLEAR,17,3,9,0,0.1199,2.59
Kochi,Kolkata,ROAD,1906.4,1034.0,LOW,RAIN,20,6,12,0,0.0237,36.5
Visakhapatnam,Mumbai,AIR,1101.9,6524.0,MEDIUM,CLEAR,16,3,7,0,0.1133,8.34
Mumbai,Bhubaneswar,ROAD,1361.9,3489.9,HIGH,SNOW,8,2,8,1,0.1339,60.74
Nagpur,Visakhapatnam,RAIL,579.2,281.3,MEDIUM,RAIN,11,6,1,2,0.2597,14.16
Bengaluru,Visakhapatnam,ROAD,799.0,4868.6,LOW,CLEAR,10,4,8,1,0.1004,21.5
Hyderabad,Delhi,ROAD,1255.4,800.5,MEDIUM,RAIN,2,3,4,1,0.0945,35.09
Visakhapatnam,Pune,ROAD,993.7,370.4,LOW,RAIN,11,6,12,0,0.2664,20.38
Hyderabad,Guwahati,ROAD,1677.6,1389.3,HIGH,CLEAR,10,5,4,1,0.0753,58.04
Kochi,Bhopal,ROAD,1487.1,859.8,LOW,CLEAR,0,2,4,0,0.1927,28.18
Lucknow,Bengaluru,AIR,1581.9,6947.6,HIGH,CLEAR,18,2,5,0,0.098,10.4
Kolkata,Bengaluru,ROAD,1560.7,1650.4,MEDIUM,SNOW,7,0,9,0,0.2854,52.89
Pune,Hyderabad,RAIL,505.8,1403.6,MEDIUM,CLEAR,13,0,12,2,0.0569,15.42
Surat,Guwahati,ROAD,2001.1,3231.7,MEDIUM,CLEAR,17,6,5,0,0.2172,63.03
Kochi,Chennai,RAIL,559.5,4070.2,LOW,CLEAR,14,0,3,0,0.165,10.58
Indore,Coimbatore,RAIL,1306.5,2808.3,MEDIUM,CLEAR,7,5,10,2,0.2936,35.01
Coimbatore,Nagpur,ROAD,1149.0,6023.1,HIGH,CLEAR,15,1,7,1,0.2982,46.15
Bhubaneswar,Coimbatore,RAIL,1401.3,2276.6,HIGH,SNOW,17,3,6,0,0.2381,39.95
Kochi,Visakhapatnam,AIR,1142.8,1341.0,LOW,CLEAR,18,5,12,0,0.031,3.97
Indore,Pune,AIR,511.2,4851.3,MEDIUM,RAIN,9,6,6,2,0.1407,11.66
Hyderabad,Visakhapatnam,ROAD,502.8,983.3,HIGH,CLEAR,2,2,8,0,0.2564,15.96
Jaipur,Chennai,ROAD,1607.1,1141.3,HIGH,CLEAR,14,6,12,0,0.1915,49.52
Bengaluru,Hyderabad,RAIL,500.0,8655.0,MEDIUM,CLEAR,8,3,3,0,0.2637,18.33
Ahmedabad,Kolkata,ROAD,1618.9,7679.5,LOW,RAIN,17,6,11,0,0.2398,46.12
Coimbatore,Bengaluru,AIR,228.2,1085.9,HIGH,STORM,16,0,12,1,0.0939,4.58
Jaipur,Delhi,ROAD,235.3,636.3,LOW,CLEAR,17,1,6,2,0.0585,12.2
Bengaluru,Chennai,AIR,290.2,6347.4,LOW,STORM,21,4,5,0,0.0968,7.84
Nagpur,Bengaluru,ROAD,922.7,2865.5,MEDIUM,CLEAR,14,4,2,3,0.2088,32.91
Guwahati,Ahmedabad,ROAD,1966.8,1601.5,LOW,RAIN,19,5,1,1,0.1443,47.05
Bhubaneswar,Delhi,AIR,1270.2,745.3,HIGH,RAIN,15,2,12,1,0.0132,7.31
Hyderabad,Delhi,AIR,1255.4,1632.8,LOW,CLEAR,7,4,6,0,0.2227,4.53
Lucknow,Guwahati,AIR,1076.3,1068.4,MEDIUM,CLEAR,17,4,9,0,0.0134,3.3
Surat,Delhi,AIR,937.9,494.1,HIGH,CLEAR,16,6,3,1,0.1228,5.51
Kolkata,Delhi,ROAD,1303.8,1280.3,HIGH,RAIN,22,0,4,1,0.1387,44.56
Hyderabad,Mumbai,ROAD,621.5,1508.0,HIGH,CLEAR,8,0,10,0,0.1509,22.07
Kolkata,Bengaluru,ROAD,1560.7,698.9,HIGH,SNOW,9,4,8,0,0.0417,67.0
Guwahati,Surat,RAIL,2001.1,3244.1,LOW,CLEAR,18,0,3,0,0.2243,30.61
Patna,Visakhapatnam,ROAD,901.3,5149.2,HIGH,STORM,4,1,1,0,0.2548,46.35
Visakhapatnam,Patna,AIR,901.3,3511.8,HIGH,CLEAR,15,3,10,0,0.2094,5.51
Visakhapatnam,Bhopal,ROAD,865.7,787.2,MEDIUM,RAIN,13,1,1,0,0.2853,22.24
Guwahati,Delhi,ROAD,1459.4,2716.2,MEDIUM,CLEAR,7,1,1,0,0.0773,43.26
Bengaluru,Kochi,ROAD,367.7,1204.2,LOW,CLEAR,7,2,4,2,0.0482,14.83
Bhubaneswar,Mumbai,ROAD,1361.9,248.9,MEDIUM,CLEAR,17,4,12,2,0.0202,41.08
